rxn_IDs	rxnNames	slope	grRules	rxn_formula
r_0701	leucyl-tRNA synthetase	0.00575768709000965	YPL160W	ATP[c] + L-leucine[c] + tRNA(Leu)[c] + 0.29043 prot_P26637[c] => AMP[c] + diphosphate[c] + Leu-tRNA(Leu)[c]
r_1087	valine transaminase	0.00575768709000965	YJR148W	2-oxoglutarate[c] + L-valine[c] + 0.0054601 prot_P47176[c] => 3-methyl-2-oxobutanoate[c] + L-glutamate[c]
r_0512_EXP_2	glycyl-tRNA synthetase	0.00564113448772903	YPR081C	ATP[c] + L-glycine[c] + tRNA(Gly)[c] + 1.2407 prot_Q06817[c] => AMP[c] + diphosphate[c] + Gly-tRNA(Gly)[c]
r_0916_EXP_1	phosphoribosylpyrophosphate synthetase	0.00559070488791326	YKL181W and YER099C	ATP[c] + ribose-5-phosphate[c] + 2.2264 prot_P38620[c] + 3.013 prot_P32895[c] => AMP[c] + H+[c] + PRPP[c]
r_0018_EXP_1	2-aminoadipate transaminase	0.00555954760824043	YER152C	2-oxoadipic acid[c] + L-glutamate[c] + 0.00051332 prot_P10356[c] => 2-oxoglutarate[c] + L-2-aminoadipate[c]
r_0027	2-methylcitrate dehydratase	0.00555954760824043	YDR234W	homocitrate[m] + 14.7876 prot_P49367[c] => but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m]
r_0542_EXP_1	homoacontinate hydratase	0.00555954760824043	YJL200C	but-1-ene-1,2,4-tricarboxylic acid[m] + H2O[m] + 4.018 prot_P39533[c] => homoisocitrate[m]
r_0545	homoisocitrate dehydrogenase	0.00555954760824043	YIL094C	homoisocitrate[m] + NAD[m] + 2.0568 prot_P40495[c] => 2-oxoadipic acid[m] + carbon dioxide[m] + NADH[m]
r_0678	L-aminoadipate-semialdehyde dehydrogenase (NADPH)	0.00555954760824043	YBR115C and YGL154C	ATP[c] + H+[c] + L-2-aminoadipate[c] + NADPH[c] + 2.4036 prot_P07702[c] + 0.47474 prot_P50113[c] => AMP[c] + diphosphate[c] + L-allysine[c] + NADP(+)[c]
r_0711	lysyl-tRNA synthetase	0.00555954760824043	YDR037W	ATP[c] + L-lysine[c] + tRNA(Lys)[c] + 0.44545 prot_P15180[c] => AMP[c] + diphosphate[c] + Lys-tRNA(Lys)[c]
